	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
12240	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	6	hour	003017656012.CEL
12241	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	6	hour	003017656013.CEL
12242	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	9	hour	003017663009.CEL
12243	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	9	hour	003017663010.CEL
12244	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	9	hour	003017663011.CEL
12245	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	24	hour	003017663021.CEL
12246	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	24	hour	003017663022.CEL
12247	liver	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	24	hour	003017663023.CEL
12248	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	3	hour	003017656002.CEL
12249	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	3	hour	003017656003.CEL
12250	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	3	hour	003017656004.CEL
12251	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	6	hour	003017656014.CEL
12252	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	6	hour	003017656015.CEL
12253	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	6	hour	003017656016.CEL
12254	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	9	hour	003017663012.CEL
12255	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	9	hour	003017663013.CEL
12256	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	9	hour	003017663014.CEL
12257	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	24	hour	003017663024.CEL
12258	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	24	hour	003017663025.CEL
12259	liver	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	24	hour	003017663026.CEL
12260	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	3	hour	003017656005.CEL
12261	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	3	hour	003017656006.CEL
12262	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	3	hour	003017656007.CEL
12263	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	6	hour	003017656017.CEL
12264	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	6	hour	003017656018.CEL
12265	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	6	hour	003017656019.CEL
12266	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	9	hour	003017663015.CEL
12267	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	9	hour	003017663016.CEL
12268	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	9	hour	003017663017.CEL
12269	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017663027.CEL
12270	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017663028.CEL
12271	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017663029.CEL
12272	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	3	hour	003017486012.CEL
12273	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	3	hour	003017486013.CEL
12274	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	3	hour	003017486014.CEL
12275	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	6	hour	003017486024.CEL
12276	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	6	hour	003017486025.CEL
12277	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	6	hour	003017486026.CEL
12278	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	9	hour	003017458007.CEL
12279	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	9	hour	003017458008.CEL
12280	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	9	hour	003017458009.CEL
12281	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017458019.CEL
12282	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017458020.CEL
12283	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017458021.CEL
12284	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	3	hour	003017486015.CEL
12285	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	3	hour	003017486016.CEL
12286	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	3	hour	003017486017.CEL
12287	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	6	hour	003017486027.CEL
12288	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	6	hour	003017486028.CEL
12289	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	6	hour	003017486029.CEL
12290	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	9	hour	003017458010.CEL
12291	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	9	hour	003017458011.CEL
12292	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	9	hour	003017458012.CEL
12293	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	24	hour	003017458022.CEL
12294	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	24	hour	003017458023.CEL
12295	kidney	Rattus norvegicus	thioacetamide	Low	04.maj	milligram per kilogram	24	hour	003017458024.CEL
12296	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	3	hour	003017486018.CEL
12297	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	3	hour	003017486019.CEL
12298	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	3	hour	003017486020.CEL
12299	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	6	hour	003017486030.CEL
12300	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	6	hour	003017487001.CEL
12301	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	6	hour	003017487002.CEL
12302	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	9	hour	003017458013.CEL
12303	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	9	hour	003017458014.CEL
12304	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	9	hour	003017458015.CEL
12305	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	24	hour	003017458025.CEL
12306	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	24	hour	003017458026.CEL
12307	kidney	Rattus norvegicus	thioacetamide	Middle	15	milligram per kilogram	24	hour	003017458027.CEL
12308	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	3	hour	003017486021.CEL
12309	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	3	hour	003017486022.CEL
12310	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	3	hour	003017486023.CEL
12311	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	6	hour	003017487003.CEL
12312	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	6	hour	003017487004.CEL
12313	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	6	hour	003017487005.CEL
12314	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	9	hour	003017458016.CEL
12315	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	9	hour	003017458017.CEL
12316	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	9	hour	003017458018.CEL
12317	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017458028.CEL
12318	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017458029.CEL
12319	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017458030.CEL
12320	hepatocyte	Rattus norvegicus	thioacetamide	Control	0	micromolar	2	hour	003017031024.CEL
12321	hepatocyte	Rattus norvegicus	thioacetamide	Control	0	micromolar	2	hour	003017031025.CEL
12322	hepatocyte	Rattus norvegicus	thioacetamide	Control	0	micromolar	8	hour	003017032002.CEL
12323	hepatocyte	Rattus norvegicus	thioacetamide	Control	0	micromolar	8	hour	003017032003.CEL
12324	hepatocyte	Rattus norvegicus	thioacetamide	Control	0	micromolar	24	hour	003017032010.CEL
12325	hepatocyte	Rattus norvegicus	thioacetamide	Control	0	micromolar	24	hour	003017032011.CEL
12326	hepatocyte	Rattus norvegicus	thioacetamide	Low	400	micromolar	2	hour	003017031026.CEL
12327	hepatocyte	Rattus norvegicus	thioacetamide	Low	400	micromolar	2	hour	003017031027.CEL
12328	hepatocyte	Rattus norvegicus	thioacetamide	Low	400	micromolar	8	hour	003017032004.CEL
12329	hepatocyte	Rattus norvegicus	thioacetamide	Low	400	micromolar	8	hour	003017032005.CEL
12330	hepatocyte	Rattus norvegicus	thioacetamide	Low	400	micromolar	24	hour	003017032012.CEL
12331	hepatocyte	Rattus norvegicus	thioacetamide	Low	400	micromolar	24	hour	003017032013.CEL
12332	hepatocyte	Rattus norvegicus	thioacetamide	Middle	2000	micromolar	2	hour	003017031028.CEL
12333	hepatocyte	Rattus norvegicus	thioacetamide	Middle	2000	micromolar	2	hour	003017031029.CEL
12334	hepatocyte	Rattus norvegicus	thioacetamide	Middle	2000	micromolar	8	hour	003017032006.CEL
12335	hepatocyte	Rattus norvegicus	thioacetamide	Middle	2000	micromolar	8	hour	003017032007.CEL
12336	hepatocyte	Rattus norvegicus	thioacetamide	Middle	2000	micromolar	24	hour	003017032014.CEL
12337	hepatocyte	Rattus norvegicus	thioacetamide	Middle	2000	micromolar	24	hour	003017032015.CEL
12338	hepatocyte	Rattus norvegicus	thioacetamide	High	10000	micromolar	2	hour	003017031030.CEL
12339	hepatocyte	Rattus norvegicus	thioacetamide	High	10000	micromolar	2	hour	003017032001.CEL
12340	hepatocyte	Rattus norvegicus	thioacetamide	High	10000	micromolar	8	hour	003017032008.CEL
12341	hepatocyte	Rattus norvegicus	thioacetamide	High	10000	micromolar	8	hour	003017032009.CEL
12342	hepatocyte	Rattus norvegicus	thioacetamide	High	10000	micromolar	24	hour	003017032016.CEL
12343	hepatocyte	Rattus norvegicus	thioacetamide	High	10000	micromolar	24	hour	003017032017.CEL
12956	hepatocyte	Homo sapiens	valproic acid	Control	0	micromolar	2	hour	003016037018.CEL
12957	hepatocyte	Homo sapiens	valproic acid	Control	0	micromolar	2	hour	003016037019.CEL
12958	hepatocyte	Homo sapiens	valproic acid	Control	0	micromolar	8	hour	003016037026.CEL
12959	hepatocyte	Homo sapiens	valproic acid	Control	0	micromolar	8	hour	003016037027.CEL
12960	hepatocyte	Homo sapiens	valproic acid	Control	0	micromolar	24	hour	003016038004.CEL
12961	hepatocyte	Homo sapiens	valproic acid	Control	0	micromolar	24	hour	003016038005.CEL
12962	hepatocyte	Homo sapiens	valproic acid	Low	200	micromolar	2	hour	003016037020.CEL
12963	hepatocyte	Homo sapiens	valproic acid	Low	200	micromolar	2	hour	003016037021.CEL
12964	hepatocyte	Homo sapiens	valproic acid	Low	200	micromolar	8	hour	003016037028.CEL
12965	hepatocyte	Homo sapiens	valproic acid	Low	200	micromolar	8	hour	003016037029.CEL
12966	hepatocyte	Homo sapiens	valproic acid	Low	200	micromolar	24	hour	003016038006.CEL
12967	hepatocyte	Homo sapiens	valproic acid	Low	200	micromolar	24	hour	003016038007.CEL
12968	hepatocyte	Homo sapiens	valproic acid	Middle	1000	micromolar	2	hour	003016037022.CEL
12969	hepatocyte	Homo sapiens	valproic acid	Middle	1000	micromolar	2	hour	003016037023.CEL
12970	hepatocyte	Homo sapiens	valproic acid	Middle	1000	micromolar	8	hour	003016037030.CEL
12971	hepatocyte	Homo sapiens	valproic acid	Middle	1000	micromolar	8	hour	003016038001.CEL
12972	hepatocyte	Homo sapiens	valproic acid	Middle	1000	micromolar	24	hour	003016038008.CEL
12973	hepatocyte	Homo sapiens	valproic acid	Middle	1000	micromolar	24	hour	003016038009.CEL
12974	hepatocyte	Homo sapiens	valproic acid	High	5000	micromolar	2	hour	003016037024.CEL
12975	hepatocyte	Homo sapiens	valproic acid	High	5000	micromolar	2	hour	003016037025.CEL
12976	hepatocyte	Homo sapiens	valproic acid	High	5000	micromolar	8	hour	003016038002.CEL
12977	hepatocyte	Homo sapiens	valproic acid	High	5000	micromolar	8	hour	003016038003.CEL
12978	hepatocyte	Homo sapiens	valproic acid	High	5000	micromolar	24	hour	003016038010.CEL
12979	hepatocyte	Homo sapiens	valproic acid	High	5000	micromolar	24	hour	003016038011.CEL
12980	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	3	hour	003017651024.CEL
12981	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	3	hour	003017651025.CEL
12982	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	3	hour	003017651026.CEL
12983	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	6	hour	003017652006.CEL
12984	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	6	hour	003017652007.CEL
12985	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	6	hour	003017652008.CEL
12986	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	9	hour	003017650006.CEL
12987	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	9	hour	003017650007.CEL
12988	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	9	hour	003017650008.CEL
12989	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017650018.CEL
12990	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017650019.CEL
12991	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017650020.CEL
12992	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	3	hour	003017651027.CEL
12993	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	3	hour	003017651028.CEL
12994	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	3	hour	003017651029.CEL
12995	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	6	hour	003017652009.CEL
12996	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	6	hour	003017652010.CEL
12997	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	6	hour	003017652011.CEL
12998	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	9	hour	003017650009.CEL
12999	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	9	hour	003017650010.CEL
13000	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	9	hour	003017650011.CEL
13001	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	24	hour	003017650021.CEL
13002	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	24	hour	003017650022.CEL
13003	liver	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	24	hour	003017650023.CEL
13004	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	3	hour	003017651030.CEL
13005	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	3	hour	003017652001.CEL
13006	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	3	hour	003017652002.CEL
13007	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	6	hour	003017652012.CEL
13008	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	6	hour	003017652013.CEL
13009	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	6	hour	003017652014.CEL
13010	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	9	hour	003017650012.CEL
13011	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	9	hour	003017650013.CEL
13012	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	9	hour	003017650014.CEL
13013	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	24	hour	003017650024.CEL
13014	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	24	hour	003017650025.CEL
13015	liver	Rattus norvegicus	valproic acid	Middle	150	milligram per kilogram	24	hour	003017650026.CEL
13016	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	3	hour	003017652003.CEL
13017	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	3	hour	003017652004.CEL
13018	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	3	hour	003017652005.CEL
13019	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	6	hour	003017652015.CEL
13020	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	6	hour	003017652016.CEL
13021	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	6	hour	003017652017.CEL
13022	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	9	hour	003017650015.CEL
13023	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	9	hour	003017650016.CEL
13024	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	9	hour	003017650017.CEL
13025	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	24	hour	003017650027.CEL
13026	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	24	hour	003017650028.CEL
13027	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	24	hour	003017650029.CEL
13028	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	3	hour	003017846017.CEL
13029	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	3	hour	003017846018.CEL
13030	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	3	hour	003017846019.CEL
13031	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	6	hour	003017846029.CEL
13032	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	6	hour	003017846030.CEL
13033	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	6	hour	003017847001.CEL
13034	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	9	hour	003017840029.CEL
13035	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	9	hour	003017840030.CEL
13036	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	9	hour	003017841001.CEL
13037	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017841011.CEL
13038	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017841012.CEL
13039	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017841013.CEL
13040	kidney	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	3	hour	003017846020.CEL
13041	kidney	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	3	hour	003017846021.CEL
13042	kidney	Rattus norvegicus	valproic acid	Low	45	milligram per kilogram	3	hour	003017846022.CEL
