	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
10416	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017589020.CEL
10417	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017589021.CEL
10418	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017591019.CEL
10419	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017591020.CEL
10420	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017591021.CEL
10421	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017592001.CEL
10422	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017592002.CEL
10423	kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017613008.CEL
10424	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017589010.CEL
10425	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017589011.CEL
10426	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017589012.CEL
10427	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017589022.CEL
10428	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017589023.CEL
10429	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017589024.CEL
10430	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017591022.CEL
10431	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017591023.CEL
10432	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017591024.CEL
10433	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017592003.CEL
10434	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017592004.CEL
10435	kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017592005.CEL
10436	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017589013.CEL
10437	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017589014.CEL
10438	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017589015.CEL
10439	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017589025.CEL
10440	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017589026.CEL
10441	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017589027.CEL
10442	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017591025.CEL
10443	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017591026.CEL
10444	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017591027.CEL
10445	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017592006.CEL
10446	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017592007.CEL
10447	kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017592008.CEL
10448	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017589016.CEL
10449	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017589017.CEL
10450	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017589018.CEL
10451	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017589028.CEL
10452	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017589029.CEL
10453	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017589030.CEL
10454	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017591028.CEL
10455	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017591029.CEL
10456	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017591030.CEL
10457	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017592009.CEL
10458	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017592010.CEL
10459	kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017592011.CEL
10460	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	2	hour	003017547013.CEL
10461	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	2	hour	003017547014.CEL
10462	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	8	hour	003017547021.CEL
10463	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	8	hour	003017547022.CEL
10464	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	24	hour	003017547029.CEL
10465	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	24	hour	003017547030.CEL
10466	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	2	hour	003017547015.CEL
10467	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	2	hour	003017547016.CEL
10468	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	8	hour	003017547023.CEL
10469	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	8	hour	003017547024.CEL
10470	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	24	hour	003017548001.CEL
10471	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	24	hour	003017548002.CEL
10472	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Middle	40	micromolar	2	hour	003017547017.CEL
10473	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Middle	40	micromolar	2	hour	003017547018.CEL
10474	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Middle	40	micromolar	8	hour	003017547025.CEL
10475	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Middle	40	micromolar	8	hour	003017547026.CEL
10476	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Middle	40	micromolar	24	hour	003017548003.CEL
10477	hepatocyte	Rattus norvegicus	phenylanthranilic acid	Middle	40	micromolar	24	hour	003017548004.CEL
10478	hepatocyte	Rattus norvegicus	phenylanthranilic acid	High	200	micromolar	2	hour	003017547019.CEL
10479	hepatocyte	Rattus norvegicus	phenylanthranilic acid	High	200	micromolar	2	hour	003017547020.CEL
10480	hepatocyte	Rattus norvegicus	phenylanthranilic acid	High	200	micromolar	8	hour	003017547027.CEL
10481	hepatocyte	Rattus norvegicus	phenylanthranilic acid	High	200	micromolar	8	hour	003017547028.CEL
10482	hepatocyte	Rattus norvegicus	phenylanthranilic acid	High	200	micromolar	24	hour	003017548005.CEL
10483	hepatocyte	Rattus norvegicus	phenylanthranilic acid	High	200	micromolar	24	hour	003017548006.CEL
10484	hepatocyte	Homo sapiens	phenylbutazone	Control	0	micromolar	2	hour	003016012016.CEL
10485	hepatocyte	Homo sapiens	phenylbutazone	Control	0	micromolar	2	hour	003016012017.CEL
10486	hepatocyte	Homo sapiens	phenylbutazone	Control	0	micromolar	8	hour	003016012024.CEL
10487	hepatocyte	Homo sapiens	phenylbutazone	Control	0	micromolar	8	hour	003016012025.CEL
10488	hepatocyte	Homo sapiens	phenylbutazone	Control	0	micromolar	24	hour	003016013026.CEL
10489	hepatocyte	Homo sapiens	phenylbutazone	Control	0	micromolar	24	hour	003016013027.CEL
10490	hepatocyte	Homo sapiens	phenylbutazone	Low	16	micromolar	2	hour	003016012018.CEL
10491	hepatocyte	Homo sapiens	phenylbutazone	Low	16	micromolar	2	hour	003016012019.CEL
10492	hepatocyte	Homo sapiens	phenylbutazone	Low	16	micromolar	8	hour	003016012026.CEL
10493	hepatocyte	Homo sapiens	phenylbutazone	Low	16	micromolar	8	hour	003016012027.CEL
10494	hepatocyte	Homo sapiens	phenylbutazone	Low	16	micromolar	24	hour	003016013028.CEL
10495	hepatocyte	Homo sapiens	phenylbutazone	Low	16	micromolar	24	hour	003016013029.CEL
10496	hepatocyte	Homo sapiens	phenylbutazone	Middle	80	micromolar	2	hour	003016012020.CEL
10497	hepatocyte	Homo sapiens	phenylbutazone	Middle	80	micromolar	2	hour	003016012021.CEL
10498	hepatocyte	Homo sapiens	phenylbutazone	Middle	80	micromolar	8	hour	003016012028.CEL
10499	hepatocyte	Homo sapiens	phenylbutazone	Middle	80	micromolar	8	hour	003016012029.CEL
10500	hepatocyte	Homo sapiens	phenylbutazone	Middle	80	micromolar	24	hour	003016013030.CEL
10501	hepatocyte	Homo sapiens	phenylbutazone	Middle	80	micromolar	24	hour	003016014001.CEL
10502	hepatocyte	Homo sapiens	phenylbutazone	High	400	micromolar	2	hour	003016012022.CEL
10503	hepatocyte	Homo sapiens	phenylbutazone	High	400	micromolar	2	hour	003016012023.CEL
10504	hepatocyte	Homo sapiens	phenylbutazone	High	400	micromolar	8	hour	003016012030.CEL
10505	hepatocyte	Homo sapiens	phenylbutazone	High	400	micromolar	8	hour	003016013025.CEL
10506	hepatocyte	Homo sapiens	phenylbutazone	High	400	micromolar	24	hour	003016014002.CEL
10507	hepatocyte	Homo sapiens	phenylbutazone	High	400	micromolar	24	hour	003016014003.CEL
10508	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	3	hour	003017675029.CEL
10509	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	3	hour	003017675030.CEL
10510	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	3	hour	003017676001.CEL
10511	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	6	hour	003017676011.CEL
10512	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	6	hour	003017676012.CEL
10513	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	6	hour	003017676013.CEL
10514	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	9	hour	003017675005.CEL
10515	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	9	hour	003017675006.CEL
10516	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	9	hour	003017675007.CEL
10517	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017675017.CEL
10518	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017675018.CEL
10519	liver	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017675019.CEL
10520	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	3	hour	003017676002.CEL
10521	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	3	hour	003017676003.CEL
10522	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	3	hour	003017676004.CEL
10523	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	6	hour	003017676014.CEL
10524	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	6	hour	003017676015.CEL
10525	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	6	hour	003017676016.CEL
10526	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	9	hour	003017675008.CEL
10527	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	9	hour	003017675009.CEL
10528	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	9	hour	003017675010.CEL
10529	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	24	hour	003017675020.CEL
10530	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	24	hour	003017675021.CEL
10531	liver	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	24	hour	003017675022.CEL
10532	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	3	hour	003017676005.CEL
10533	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	3	hour	003017676006.CEL
10534	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	3	hour	003017676007.CEL
10535	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	6	hour	003017676017.CEL
10536	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	6	hour	003017676018.CEL
10537	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	6	hour	003017676019.CEL
10538	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017675011.CEL
10539	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017675012.CEL
10540	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017675013.CEL
10541	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017675023.CEL
10542	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017675024.CEL
10543	liver	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017675025.CEL
10544	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017676008.CEL
10545	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017676009.CEL
10546	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017676010.CEL
10547	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017676020.CEL
10548	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017676021.CEL
10549	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017676022.CEL
10550	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	9	hour	003017675014.CEL
10551	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	9	hour	003017675015.CEL
10552	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	9	hour	003017675016.CEL
10553	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017675026.CEL
10554	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017675027.CEL
10555	liver	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	24	hour	003017675028.CEL
10556	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	3	hour	003017275025.CEL
10557	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	3	hour	003017275026.CEL
10558	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	3	hour	003017275027.CEL
10559	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	6	hour	003017276007.CEL
10560	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	6	hour	003017276008.CEL
10561	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	6	hour	003017276009.CEL
10562	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	9	hour	003017294005.CEL
10563	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	9	hour	003017294006.CEL
10564	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	9	hour	003017294007.CEL
10565	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017294017.CEL
10566	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017294018.CEL
10567	kidney	Rattus norvegicus	phenylbutazone	Control	0	milligram per kilogram	24	hour	003017294019.CEL
10568	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	3	hour	003017275028.CEL
10569	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	3	hour	003017275029.CEL
10570	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	3	hour	003017275030.CEL
10571	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	6	hour	003017276010.CEL
10572	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	6	hour	003017276011.CEL
10573	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	6	hour	003017276012.CEL
10574	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	9	hour	003017294008.CEL
10575	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	9	hour	003017294009.CEL
10576	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	9	hour	003017294010.CEL
10577	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	24	hour	003017294020.CEL
10578	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	24	hour	003017294021.CEL
10579	kidney	Rattus norvegicus	phenylbutazone	Low	20	milligram per kilogram	24	hour	003017294022.CEL
10580	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	3	hour	003017276001.CEL
10581	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	3	hour	003017276002.CEL
10582	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	3	hour	003017276003.CEL
10583	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	6	hour	003017276013.CEL
10584	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	6	hour	003017276014.CEL
10585	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	6	hour	003017276015.CEL
10586	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017294011.CEL
10587	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017294012.CEL
10588	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	9	hour	003017294013.CEL
10589	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017294023.CEL
10590	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017294024.CEL
10591	kidney	Rattus norvegicus	phenylbutazone	Middle	60	milligram per kilogram	24	hour	003017294025.CEL
10592	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017276004.CEL
10593	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017276005.CEL
10594	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	3	hour	003017276006.CEL
10595	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017276016.CEL
10596	kidney	Rattus norvegicus	phenylbutazone	High	200	milligram per kilogram	6	hour	003017276017.CEL
