	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
11771	hepatocyte	Homo sapiens	tamoxifen	Control	0	micromolar	24	hour	003016060021.CEL
11778	hepatocyte	Homo sapiens	tamoxifen	High	25	micromolar	24	hour	003016060024.CEL
11779	hepatocyte	Homo sapiens	tamoxifen	High	25	micromolar	24	hour	003016060025.CEL
11789	liver	Rattus norvegicus	tamoxifen	Control	0	milligram per kilogram	24	hour	003017046015.CEL
11790	liver	Rattus norvegicus	tamoxifen	Control	0	milligram per kilogram	24	hour	003017046016.CEL
11791	liver	Rattus norvegicus	tamoxifen	Control	0	milligram per kilogram	24	hour	003017046017.CEL
11825	liver	Rattus norvegicus	tamoxifen	High	60	milligram per kilogram	24	hour	003017046024.CEL
11826	liver	Rattus norvegicus	tamoxifen	High	60	milligram per kilogram	24	hour	003017046025.CEL
11827	liver	Rattus norvegicus	tamoxifen	High	60	milligram per kilogram	24	hour	003017046026.CEL
11832	hepatocyte	Rattus norvegicus	tamoxifen	Control	0	micromolar	24	hour	003017149006.CEL
11833	hepatocyte	Rattus norvegicus	tamoxifen	Control	0	micromolar	24	hour	003017149007.CEL
11850	hepatocyte	Rattus norvegicus	tamoxifen	High	3	micromolar	24	hour	003017149012.CEL
11851	hepatocyte	Rattus norvegicus	tamoxifen	High	3	micromolar	24	hour	003017149013.CEL
11854	hepatocyte	Homo sapiens	tannic acid	Control	0	micromolar	24	hour	003016071002.CEL
11855	hepatocyte	Homo sapiens	tannic acid	Control	0	micromolar	24	hour	003016071003.CEL
11862	hepatocyte	Homo sapiens	tannic acid	High	5	micromolar	24	hour	003016071006.CEL
11863	hepatocyte	Homo sapiens	tannic acid	High	5	micromolar	24	hour	003016071007.CEL
11873	liver	Rattus norvegicus	tannic acid	Control	0	milligram per kilogram	24	hour	003017422013.CEL
11874	liver	Rattus norvegicus	tannic acid	Control	0	milligram per kilogram	24	hour	003017422014.CEL
11875	liver	Rattus norvegicus	tannic acid	Control	0	milligram per kilogram	24	hour	003017422015.CEL
11909	liver	Rattus norvegicus	tannic acid	High	1000	milligram per kilogram	24	hour	003017422022.CEL
11910	liver	Rattus norvegicus	tannic acid	High	1000	milligram per kilogram	24	hour	003017422023.CEL
11911	liver	Rattus norvegicus	tannic acid	High	1000	milligram per kilogram	24	hour	003017422024.CEL
11916	hepatocyte	Rattus norvegicus	tannic acid	Control	0	micromolar	24	hour	003017289026.CEL
11917	hepatocyte	Rattus norvegicus	tannic acid	Control	0	micromolar	24	hour	003017289027.CEL
11934	hepatocyte	Rattus norvegicus	tannic acid	High	10	micromolar	24	hour	003017290002.CEL
11935	hepatocyte	Rattus norvegicus	tannic acid	High	10	micromolar	24	hour	003017290003.CEL
11938	hepatocyte	Homo sapiens	terbinafine	Control	0	micromolar	24	hour	003016085027.CEL
11939	hepatocyte	Homo sapiens	terbinafine	Control	0	micromolar	24	hour	003016085028.CEL
11946	hepatocyte	Homo sapiens	terbinafine	High	15	micromolar	24	hour	003016086001.CEL
11947	hepatocyte	Homo sapiens	terbinafine	High	15	micromolar	24	hour	003016086002.CEL
11957	liver	Rattus norvegicus	terbinafine	Control	0	milligram per kilogram	24	hour	003017393021.CEL
11958	liver	Rattus norvegicus	terbinafine	Control	0	milligram per kilogram	24	hour	003017393022.CEL
11959	liver	Rattus norvegicus	terbinafine	Control	0	milligram per kilogram	24	hour	003017393023.CEL
11993	liver	Rattus norvegicus	terbinafine	High	750	milligram per kilogram	24	hour	003017393029.CEL
11994	liver	Rattus norvegicus	terbinafine	High	750	milligram per kilogram	24	hour	003017393030.CEL
11995	liver	Rattus norvegicus	terbinafine	High	750	milligram per kilogram	24	hour	003017394001.CEL
12000	hepatocyte	Rattus norvegicus	terbinafine	Control	0	micromolar	24	hour	003017359015.CEL
12001	hepatocyte	Rattus norvegicus	terbinafine	Control	0	micromolar	24	hour	003017359016.CEL
12018	hepatocyte	Rattus norvegicus	terbinafine	High	15	micromolar	24	hour	003017359021.CEL
12019	hepatocyte	Rattus norvegicus	terbinafine	High	15	micromolar	24	hour	003017359022.CEL
12024	hepatocyte	Homo sapiens	tetracycline	Control	0	micromolar	24	hour	003016042017.CEL
12025	hepatocyte	Homo sapiens	tetracycline	Control	0	micromolar	24	hour	003016042018.CEL
12042	hepatocyte	Homo sapiens	tetracycline	High	25	micromolar	24	hour	003016041029.CEL
12043	hepatocyte	Homo sapiens	tetracycline	High	25	micromolar	24	hour	003016041030.CEL
12053	liver	Rattus norvegicus	tetracycline	Control	0	milligram per kilogram	24	hour	003017070004.CEL
12054	liver	Rattus norvegicus	tetracycline	Control	0	milligram per kilogram	24	hour	003017070005.CEL
12055	liver	Rattus norvegicus	tetracycline	Control	0	milligram per kilogram	24	hour	003017070006.CEL
12089	liver	Rattus norvegicus	tetracycline	High	1000	milligram per kilogram	24	hour	003017070013.CEL
12090	liver	Rattus norvegicus	tetracycline	High	1000	milligram per kilogram	24	hour	003017070014.CEL
12091	liver	Rattus norvegicus	tetracycline	High	1000	milligram per kilogram	24	hour	003017070015.CEL
12096	hepatocyte	Rattus norvegicus	tetracycline	Control	0	micromolar	24	hour	003017155006.CEL
12097	hepatocyte	Rattus norvegicus	tetracycline	Control	0	micromolar	24	hour	003017155007.CEL
12114	hepatocyte	Rattus norvegicus	tetracycline	High	25	micromolar	24	hour	003017155012.CEL
12115	hepatocyte	Rattus norvegicus	tetracycline	High	25	micromolar	24	hour	003017155013.CEL
12118	hepatocyte	Homo sapiens	theophylline	Control	0	micromolar	24	hour	003016073003.CEL
12119	hepatocyte	Homo sapiens	theophylline	Control	0	micromolar	24	hour	003016073004.CEL
12126	hepatocyte	Homo sapiens	theophylline	High	10000	micromolar	24	hour	003016073007.CEL
12127	hepatocyte	Homo sapiens	theophylline	High	10000	micromolar	24	hour	003016073008.CEL
12137	liver	Rattus norvegicus	theophylline	Control	0	milligram per kilogram	24	hour	003017411024.CEL
12138	liver	Rattus norvegicus	theophylline	Control	0	milligram per kilogram	24	hour	003017411025.CEL
12139	liver	Rattus norvegicus	theophylline	Control	0	milligram per kilogram	24	hour	003017411026.CEL
12173	liver	Rattus norvegicus	theophylline	High	200	milligram per kilogram	24	hour	003017412003.CEL
12174	liver	Rattus norvegicus	theophylline	High	200	milligram per kilogram	24	hour	003017412004.CEL
12175	liver	Rattus norvegicus	theophylline	High	200	milligram per kilogram	24	hour	003017412005.CEL
12180	hepatocyte	Rattus norvegicus	theophylline	Control	0	micromolar	24	hour	003017301017.CEL
12181	hepatocyte	Rattus norvegicus	theophylline	Control	0	micromolar	24	hour	003017301018.CEL
12198	hepatocyte	Rattus norvegicus	theophylline	High	10000	micromolar	24	hour	003017301023.CEL
12199	hepatocyte	Rattus norvegicus	theophylline	High	10000	micromolar	24	hour	003017301024.CEL
12204	hepatocyte	Homo sapiens	thioacetamide	Control	0	micromolar	24	hour	003016050022.CEL
12205	hepatocyte	Homo sapiens	thioacetamide	Control	0	micromolar	24	hour	003016050023.CEL
12222	hepatocyte	Homo sapiens	thioacetamide	High	10000	micromolar	24	hour	003016050028.CEL
12223	hepatocyte	Homo sapiens	thioacetamide	High	10000	micromolar	24	hour	003016050029.CEL
12233	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017663018.CEL
12234	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017663019.CEL
12235	liver	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017663020.CEL
12269	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017663027.CEL
12270	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017663028.CEL
12271	liver	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017663029.CEL
12281	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017458019.CEL
12282	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017458020.CEL
12283	kidney	Rattus norvegicus	thioacetamide	Control	0	milligram per kilogram	24	hour	003017458021.CEL
12317	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017458028.CEL
12318	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017458029.CEL
12319	kidney	Rattus norvegicus	thioacetamide	High	45	milligram per kilogram	24	hour	003017458030.CEL
12324	hepatocyte	Rattus norvegicus	thioacetamide	Control	0	micromolar	24	hour	003017032010.CEL
12325	hepatocyte	Rattus norvegicus	thioacetamide	Control	0	micromolar	24	hour	003017032011.CEL
12342	hepatocyte	Rattus norvegicus	thioacetamide	High	10000	micromolar	24	hour	003017032016.CEL
12343	hepatocyte	Rattus norvegicus	thioacetamide	High	10000	micromolar	24	hour	003017032017.CEL
12348	hepatocyte	Homo sapiens	thioridazine	Control	0	micromolar	24	hour	003016048001.CEL
12349	hepatocyte	Homo sapiens	thioridazine	Control	0	micromolar	24	hour	003016048002.CEL
12366	hepatocyte	Homo sapiens	thioridazine	High	15	micromolar	24	hour	003016048007.CEL
12367	hepatocyte	Homo sapiens	thioridazine	High	15	micromolar	24	hour	003016048008.CEL
12377	liver	Rattus norvegicus	thioridazine	Control	0	milligram per kilogram	24	hour	003017051018.CEL
12378	liver	Rattus norvegicus	thioridazine	Control	0	milligram per kilogram	24	hour	003017051019.CEL
12379	liver	Rattus norvegicus	thioridazine	Control	0	milligram per kilogram	24	hour	003017051020.CEL
12413	liver	Rattus norvegicus	thioridazine	High	100	milligram per kilogram	24	hour	003017051027.CEL
12414	liver	Rattus norvegicus	thioridazine	High	100	milligram per kilogram	24	hour	003017051028.CEL
12415	liver	Rattus norvegicus	thioridazine	High	100	milligram per kilogram	24	hour	003017051029.CEL
12420	hepatocyte	Rattus norvegicus	thioridazine	Control	0	micromolar	24	hour	003017103024.CEL
12421	hepatocyte	Rattus norvegicus	thioridazine	Control	0	micromolar	24	hour	003017103025.CEL
12438	hepatocyte	Rattus norvegicus	thioridazine	High	10	micromolar	24	hour	003017103030.CEL
12439	hepatocyte	Rattus norvegicus	thioridazine	High	10	micromolar	24	hour	003017104001.CEL
12442	hepatocyte	Homo sapiens	ticlopidine	Control	0	micromolar	24	hour	003016083014.CEL
12443	hepatocyte	Homo sapiens	ticlopidine	Control	0	micromolar	24	hour	003016083015.CEL
12450	hepatocyte	Homo sapiens	ticlopidine	High	20	micromolar	24	hour	003016083018.CEL
12451	hepatocyte	Homo sapiens	ticlopidine	High	20	micromolar	24	hour	003016083019.CEL
12461	liver	Rattus norvegicus	ticlopidine	Control	0	milligram per kilogram	24	hour	003017502022.CEL
12462	liver	Rattus norvegicus	ticlopidine	Control	0	milligram per kilogram	24	hour	003017502023.CEL
12463	liver	Rattus norvegicus	ticlopidine	Control	0	milligram per kilogram	24	hour	003017502024.CEL
12497	liver	Rattus norvegicus	ticlopidine	High	1000	milligram per kilogram	24	hour	003017503001.CEL
12498	liver	Rattus norvegicus	ticlopidine	High	1000	milligram per kilogram	24	hour	003017503002.CEL
12499	liver	Rattus norvegicus	ticlopidine	High	1000	milligram per kilogram	24	hour	003017503003.CEL
12504	hepatocyte	Rattus norvegicus	ticlopidine	Control	0	micromolar	24	hour	003017373027.CEL
12505	hepatocyte	Rattus norvegicus	ticlopidine	Control	0	micromolar	24	hour	003017373028.CEL
12522	hepatocyte	Rattus norvegicus	ticlopidine	High	60	micromolar	24	hour	003017374003.CEL
12523	hepatocyte	Rattus norvegicus	ticlopidine	High	60	micromolar	24	hour	003017374004.CEL
12526	hepatocyte	Homo sapiens	tiopronin	Control	0	micromolar	24	hour	003016083026.CEL
12527	hepatocyte	Homo sapiens	tiopronin	Control	0	micromolar	24	hour	003016083027.CEL
12534	hepatocyte	Homo sapiens	tiopronin	High	2000	micromolar	24	hour	003016083030.CEL
12535	hepatocyte	Homo sapiens	tiopronin	High	2000	micromolar	24	hour	003016084001.CEL
12545	liver	Rattus norvegicus	tiopronin	Control	0	milligram per kilogram	24	hour	003017265020.CEL
12546	liver	Rattus norvegicus	tiopronin	Control	0	milligram per kilogram	24	hour	003017265021.CEL
12547	liver	Rattus norvegicus	tiopronin	Control	0	milligram per kilogram	24	hour	003017265022.CEL
12581	liver	Rattus norvegicus	tiopronin	High	1000	milligram per kilogram	24	hour	003017265029.CEL
12582	liver	Rattus norvegicus	tiopronin	High	1000	milligram per kilogram	24	hour	003017265030.CEL
12583	liver	Rattus norvegicus	tiopronin	High	1000	milligram per kilogram	24	hour	003017266001.CEL
12588	hepatocyte	Rattus norvegicus	tiopronin	Control	0	micromolar	24	hour	003017305018.CEL
12589	hepatocyte	Rattus norvegicus	tiopronin	Control	0	micromolar	24	hour	003017305019.CEL
12606	hepatocyte	Rattus norvegicus	tiopronin	High	25	micromolar	24	hour	003017305024.CEL
12607	hepatocyte	Rattus norvegicus	tiopronin	High	25	micromolar	24	hour	003017305025.CEL
12610	hepatocyte	Homo sapiens	tolbutamide	Control	0	micromolar	24	hour	003016078001.CEL
12611	hepatocyte	Homo sapiens	tolbutamide	Control	0	micromolar	24	hour	003016078002.CEL
12618	hepatocyte	Homo sapiens	tolbutamide	High	2000	micromolar	24	hour	003016078005.CEL
12619	hepatocyte	Homo sapiens	tolbutamide	High	2000	micromolar	24	hour	003016078006.CEL
12629	liver	Rattus norvegicus	tolbutamide	Control	0	milligram per kilogram	24	hour	003017380005.CEL
12630	liver	Rattus norvegicus	tolbutamide	Control	0	milligram per kilogram	24	hour	003017380006.CEL
12631	liver	Rattus norvegicus	tolbutamide	Control	0	milligram per kilogram	24	hour	003017380007.CEL
12665	liver	Rattus norvegicus	tolbutamide	High	1000	milligram per kilogram	24	hour	003017380014.CEL
12666	liver	Rattus norvegicus	tolbutamide	High	1000	milligram per kilogram	24	hour	003017380015.CEL
12667	liver	Rattus norvegicus	tolbutamide	High	1000	milligram per kilogram	24	hour	003017380016.CEL
12672	hepatocyte	Rattus norvegicus	tolbutamide	Control	0	micromolar	24	hour	003017332025.CEL
12673	hepatocyte	Rattus norvegicus	tolbutamide	Control	0	micromolar	24	hour	003017332026.CEL
12690	hepatocyte	Rattus norvegicus	tolbutamide	High	2000	micromolar	24	hour	003017333001.CEL
12691	hepatocyte	Rattus norvegicus	tolbutamide	High	2000	micromolar	24	hour	003017333002.CEL
12701	liver	Rattus norvegicus	triamterene	Control	0	milligram per kilogram	24	hour	003017366018.CEL
12702	liver	Rattus norvegicus	triamterene	Control	0	milligram per kilogram	24	hour	003017366019.CEL
12703	liver	Rattus norvegicus	triamterene	Control	0	milligram per kilogram	24	hour	003017366020.CEL
12737	liver	Rattus norvegicus	triamterene	High	150	milligram per kilogram	24	hour	003017366027.CEL
12738	liver	Rattus norvegicus	triamterene	High	150	milligram per kilogram	24	hour	003017366028.CEL
12739	liver	Rattus norvegicus	triamterene	High	150	milligram per kilogram	24	hour	003017366029.CEL
12749	kidney	Rattus norvegicus	triamterene	Control	0	milligram per kilogram	24	hour	003017784018.CEL
12750	kidney	Rattus norvegicus	triamterene	Control	0	milligram per kilogram	24	hour	003017784019.CEL
12751	kidney	Rattus norvegicus	triamterene	Control	0	milligram per kilogram	24	hour	003017784020.CEL
12785	kidney	Rattus norvegicus	triamterene	High	150	milligram per kilogram	24	hour	003017784027.CEL
12786	kidney	Rattus norvegicus	triamterene	High	150	milligram per kilogram	24	hour	003017784028.CEL
12787	kidney	Rattus norvegicus	triamterene	High	150	milligram per kilogram	24	hour	003017784029.CEL
12792	hepatocyte	Rattus norvegicus	triamterene	Control	0	micromolar	24	hour	003017297017.CEL
12793	hepatocyte	Rattus norvegicus	triamterene	Control	0	micromolar	24	hour	003017297018.CEL
12810	hepatocyte	Rattus norvegicus	triamterene	High	30	micromolar	24	hour	003017297023.CEL
12811	hepatocyte	Rattus norvegicus	triamterene	High	30	micromolar	24	hour	003017297024.CEL
12960	hepatocyte	Homo sapiens	valproic acid	Control	0	micromolar	24	hour	003016038004.CEL
12961	hepatocyte	Homo sapiens	valproic acid	Control	0	micromolar	24	hour	003016038005.CEL
12978	hepatocyte	Homo sapiens	valproic acid	High	5000	micromolar	24	hour	003016038010.CEL
12979	hepatocyte	Homo sapiens	valproic acid	High	5000	micromolar	24	hour	003016038011.CEL
12989	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017650018.CEL
12990	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017650019.CEL
12991	liver	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017650020.CEL
13025	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	24	hour	003017650027.CEL
13026	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	24	hour	003017650028.CEL
13027	liver	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	24	hour	003017650029.CEL
13037	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017841011.CEL
13038	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017841012.CEL
13039	kidney	Rattus norvegicus	valproic acid	Control	0	milligram per kilogram	24	hour	003017841013.CEL
13073	kidney	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	24	hour	003017841020.CEL
13074	kidney	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	24	hour	003017841021.CEL
13075	kidney	Rattus norvegicus	valproic acid	High	450	milligram per kilogram	24	hour	003017841022.CEL
13080	hepatocyte	Rattus norvegicus	valproic acid	Control	0	micromolar	24	hour	003017006017.CEL
13081	hepatocyte	Rattus norvegicus	valproic acid	Control	0	micromolar	24	hour	003017006018.CEL
13098	hepatocyte	Rattus norvegicus	valproic acid	High	10000	micromolar	24	hour	003017005029.CEL
13099	hepatocyte	Rattus norvegicus	valproic acid	High	10000	micromolar	24	hour	003017005030.CEL
13102	hepatocyte	Homo sapiens	vitamin A	Control	0	micromolar	24	hour	003016062020.CEL
13103	hepatocyte	Homo sapiens	vitamin A	Control	0	micromolar	24	hour	003016062021.CEL
13110	hepatocyte	Homo sapiens	vitamin A	High	07.maj	micromolar	24	hour	003016062024.CEL
13111	hepatocyte	Homo sapiens	vitamin A	High	07.maj	micromolar	24	hour	003016062025.CEL
13121	liver	Rattus norvegicus	vitamin A	Control	0	milligram per kilogram	24	hour	003017056030.CEL
13122	liver	Rattus norvegicus	vitamin A	Control	0	milligram per kilogram	24	hour	003017057001.CEL
13123	liver	Rattus norvegicus	vitamin A	Control	0	milligram per kilogram	24	hour	003017057002.CEL
13157	liver	Rattus norvegicus	vitamin A	High	100	milligram per kilogram	24	hour	003017057009.CEL
13158	liver	Rattus norvegicus	vitamin A	High	100	milligram per kilogram	24	hour	003017057010.CEL
13159	liver	Rattus norvegicus	vitamin A	High	100	milligram per kilogram	24	hour	003017058006.CEL
13164	hepatocyte	Rattus norvegicus	vitamin A	Control	0	micromolar	24	hour	003017169023.CEL
13165	hepatocyte	Rattus norvegicus	vitamin A	Control	0	micromolar	24	hour	003017169024.CEL
