Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	3	hour	003017658009.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	3	hour	003017658010.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	6	hour	003017658020.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	6	hour	003017658021.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	6	hour	003017658022.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	9	hour	003017657014.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	9	hour	003017657015.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	9	hour	003017657016.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	24	hour	003017657026.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	24	hour	003017657027.CEL
liver	Rattus norvegicus	phenobarbital	Control	0	milligram per kilogram	24	hour	003017657028.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	3	hour	003017658011.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	3	hour	003017658012.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	3	hour	003017658013.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	6	hour	003017658023.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	6	hour	003017658024.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	6	hour	003017658025.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	9	hour	003017657017.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	9	hour	003017657018.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	9	hour	003017657019.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	24	hour	003017657029.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	24	hour	003017657030.CEL
liver	Rattus norvegicus	phenobarbital	Low	100	milligram per kilogram	24	hour	003017658001.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	3	hour	003017658014.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	3	hour	003017658015.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	3	hour	003017658016.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	6	hour	003017658026.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	6	hour	003017658027.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	6	hour	003017658028.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	9	hour	003017657020.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	9	hour	003017657021.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	9	hour	003017657022.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	24	hour	003017658002.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	24	hour	003017658003.CEL
liver	Rattus norvegicus	phenobarbital	Middle	150	milligram per kilogram	24	hour	003017658004.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	3	hour	003017658017.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	3	hour	003017658018.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	3	hour	003017658019.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	6	hour	003017658029.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	6	hour	003017658030.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	6	hour	003017659001.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	9	hour	003017657023.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	9	hour	003017657024.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	9	hour	003017657025.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	24	hour	003017658005.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	24	hour	003017658006.CEL
liver	Rattus norvegicus	phenobarbital	High	300	milligram per kilogram	24	hour	003017658007.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Control	0	micromolar	2	hour	003017709028.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Control	0	micromolar	2	hour	003017709029.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Control	0	micromolar	8	hour	003017710006.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Control	0	micromolar	8	hour	003017710007.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Control	0	micromolar	24	hour	003017710014.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Control	0	micromolar	24	hour	003017710015.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Low	1000	micromolar	2	hour	003017709030.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Low	1000	micromolar	2	hour	003017710001.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Low	1000	micromolar	8	hour	003017710008.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Low	1000	micromolar	8	hour	003017710009.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Low	1000	micromolar	24	hour	003017710016.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Low	1000	micromolar	24	hour	003017710017.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Middle	3000	micromolar	2	hour	003017710002.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Middle	3000	micromolar	2	hour	003017710003.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Middle	3000	micromolar	8	hour	003017710010.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Middle	3000	micromolar	8	hour	003017710011.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Middle	3000	micromolar	24	hour	003017710018.CEL
hepatocyte	Rattus norvegicus	phenobarbital	Middle	3000	micromolar	24	hour	003017710019.CEL
hepatocyte	Rattus norvegicus	phenobarbital	High	10000	micromolar	2	hour	003017710004.CEL
hepatocyte	Rattus norvegicus	phenobarbital	High	10000	micromolar	2	hour	003017710005.CEL
hepatocyte	Rattus norvegicus	phenobarbital	High	10000	micromolar	8	hour	003017710012.CEL
hepatocyte	Rattus norvegicus	phenobarbital	High	10000	micromolar	8	hour	003017710013.CEL
hepatocyte	Rattus norvegicus	phenobarbital	High	10000	micromolar	24	hour	003017710020.CEL
hepatocyte	Rattus norvegicus	phenobarbital	High	10000	micromolar	24	hour	003017710021.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	8	hour	003016087009.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	8	hour	003016087010.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	24	hour	003016087015.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	Control	0	micromolar	24	hour	003016087016.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	Middle	40	micromolar	8	hour	003016087011.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	Middle	40	micromolar	8	hour	003016087012.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	Middle	40	micromolar	24	hour	003016087017.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	Middle	40	micromolar	24	hour	003016088016.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	8	hour	003016087013.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	8	hour	003016088015.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	24	hour	003016087019.CEL
hepatocyte	Homo sapiens	phenylanthranilic acid	High	200	micromolar	24	hour	003016088017.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017575001.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017575002.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017575003.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017575014.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017575015.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017596012.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017575025.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017596006.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017596007.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017576007.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017576008.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017596008.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017575004.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017575005.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017596011.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017575016.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017575017.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017575018.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017575028.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017575029.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017575030.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017576010.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017576011.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017576012.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017575007.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017575008.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017575009.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017575020.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017575021.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017596013.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017576001.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017576002.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017576003.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017576014.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017596009.CEL
liver	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017596010.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017575010.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017575011.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017575012.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017575022.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017575024.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017596014.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017576004.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017576005.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017576006.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017576016.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017576017.CEL
liver	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017576018.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017589007.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017589008.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	3	hour	003017589009.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017589019.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017589020.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	6	hour	003017589021.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017591019.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017591020.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	9	hour	003017591021.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017592001.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017592002.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Control	0	milligram per kilogram	24	hour	003017613008.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017589010.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017589011.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	3	hour	003017589012.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017589022.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017589023.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	6	hour	003017589024.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017591022.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017591023.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	9	hour	003017591024.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017592003.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017592004.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Low	300	milligram per kilogram	24	hour	003017592005.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017589013.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017589014.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	3	hour	003017589015.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017589025.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017589026.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	6	hour	003017589027.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017591025.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017591026.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	9	hour	003017591027.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017592006.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017592007.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	Middle	1000	milligram per kilogram	24	hour	003017592008.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017589016.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017589017.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	3	hour	003017589018.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017589028.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017589029.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	6	hour	003017589030.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017591028.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017591029.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	9	hour	003017591030.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017592009.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017592010.CEL
kidney	Rattus norvegicus	phenylanthranilic acid	High	2000	milligram per kilogram	24	hour	003017592011.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	2	hour	003017547013.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	2	hour	003017547014.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	8	hour	003017547021.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	8	hour	003017547022.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	24	hour	003017547029.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Control	0	micromolar	24	hour	003017547030.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	2	hour	003017547015.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	2	hour	003017547016.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	8	hour	003017547023.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	8	hour	003017547024.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	24	hour	003017548001.CEL
hepatocyte	Rattus norvegicus	phenylanthranilic acid	Low	8	micromolar	24	hour	003017548002.CEL
